id,data_referencia,cod_ibge,txt_nome_municipio,txt_sigla_uf,txt_regiao,dt_assinatura,cod_operacao,txt_nome_empreendimento,txt_nome_agente_financeiro,txt_modalidade,txt_situacao_empreendimento,qtd_uh,qtd_uh_entregues,qtd_uh_vigentes,qtd_uh_distratadas,val_contratado_total,val_desembolsado,txt_cnpj_construtora_entidade,txt_nome_construtora_entidade,txt_endereco,txt_cep,year,addr2geocode,city_type,fmtd_addr,lat,lng
1602,30/09/2024,315210,Ponte Nova ,MG,Sudeste,2010-03-19,31507783,RESIDENCIAL BOM PASTOR,CAIXA,FAR,Concluído,100,100.0,0,0,3.857.000,3.857.000,17613118000198.0,CONSTRUTORA RIO DOCE LTDA,BAIRRO BOM PASTOR,,2010,"RESIDENCIAL BOM PASTOR, BAIRRO BOM PASTOR, Ponte Nova , MG",Centro Sub-Regional,"Bom Pastor, Pte. Nova - MG, Brazil",-20.4172918,-42.8924091
1603,30/09/2024,315210,Ponte Nova ,MG,Sudeste,2010-07-06,32973868,RESIDENCIAL MINHA CASA MINHA VIDA,CAIXA,FAR,Concluído,200,200.0,0,0,8.107.392,"8.107.391,8",5527293000183.0,PONTAL ENGENHARIA LTDA,RUA MINAS GERAIS S N,35430048.0,2010,"RESIDENCIAL MINHA CASA MINHA VIDA, RUA MINAS GERAIS S N, Ponte Nova , MG 35430048",Centro Sub-Regional,"R. Minas Gerais - Vila Alvarenga, Pte. Nova - MG, 35430-048, Brazil",-20.4109229,-42.9127248
1604,30/09/2024,315250,Pouso Alegre ,MG,Sudeste,2009-12-10,29093174,CONJUNTO HABITACIONAL JARDIM BRASIL,CAIXA,FAR,Concluído,253,253.0,0,0,9.603.982,"9.603.982,22",22375307000100.0,MACTEL ENGENHARIA LTDA,LOTEAMENTO CUNHAPOLIS,,2009,"P38G+6X - Jardim Aeroporto, Pouso Alegre - MG, 37550-000, Brazil",Capital Regional,"P38G+6X - Jardim Aeroporto, Pouso Alegre - MG, 37550-000, Brazil",-22.2844375,-45.9225625
1605,30/09/2024,315250,Pouso Alegre ,MG,Sudeste,2010-12-20,33974345,CONJUNTO HABITACIONAL VANIL MOISES DE PAIVA,CAIXA,FAR,Concluído,96,96.0,0,0,4.092.363,"4.092.363,69",22375307000100.0,MACTEL ENGENHARIA LTDA,BAIRRO SAO JOAO,,2010,"CONJUNTO HABITACIONAL VANIL MOISES DE PAIVA, BAIRRO SAO JOAO, Pouso Alegre , MG",Capital Regional,"Av. Uberlândia - São João, Pouso Alegre - MG, 37550-000, Brazil",-22.2385346,-45.95823220000001
1606,30/09/2024,315250,Pouso Alegre ,MG,Sudeste,2013-01-23,36722785,RESIDENCIAL JARDIM BRASIL II,CAIXA,FAR,Concluído,249,249.0,0,0,14.940.000,14.940.000,11177909000136.0,"BASEFORT MINERADORA, CONSTRUTORA E INCORPORADORA LTDA ME","AV. TRES CORACOES, S/N",,2013,"RESIDENCIAL JARDIM BRASIL II, AV. TRES CORACOES, S/N, Pouso Alegre , MG",Capital Regional,"R. Três Corações - São João, Pouso Alegre - MG, 37550-000, Brazil",-22.2386576,-45.9617008
1607,30/09/2024,315250,Pouso Alegre ,MG,Sudeste,2014-09-03,42909513,RESIDENCIAL JARDIM REDENTOR,CAIXA,FAR,Concluído,300,300.0,0,0,18.000.000,18.000.000,11177909000136.0,"BASEFORT MINERADORA, CONSTRUTORA E INCORPORADORA LTDA ME","ESTRADA DA EMBRATEL, S/N",,2014,"Q25G+W39 - Pouso Alegre, MG, 37550-000, Brazil",Capital Regional,"Q25G+W39 - Pouso Alegre, MG, 37550-000, Brazil",-22.2402125,-45.9747656
1608,30/09/2024,315280,Prata ,MG,Sudeste,2017-11-22,48617692,RESIDENCIAL PARQUE DOS JACARES ETAPA I,CAIXA,FAR,Concluído,64,64.0,0,0,4.480.000,4.480.000,4225356000184.0,LATERZA CONSTRUCOES LTDA.,"RODOVIA 497 KM 82,5",,2017,"M3H5+P7J, Prata - State of Minas Gerais, 38140-000, Brazil",Centro Local,"M3H5+P7J, Prata - State of Minas Gerais, 38140-000, Brazil",-19.3206625,-48.9418594
1609,30/09/2024,315280,Prata ,MG,Sudeste,2017-11-22,48618270,RESIDENCIAL PARQUE DOS JACARES ETAPA II,CAIXA,FAR,Concluído,23,23.0,0,0,1.610.000,1.610.000,4225356000184.0,LATERZA CONSTRUCOES LTDA.,"RODOVIA 497 KM 82,5",,2017,"M3H5+P7J, Prata - State of Minas Gerais, 38140-000, Brazil",Centro Local,"M3H5+P7J, Prata - State of Minas Gerais, 38140-000, Brazil",-19.3206625,-48.9418594
1610,30/09/2024,315360,Prudente de Morais ,MG,Sudeste,2012-06-29,38708716,RESIDENCIAL SITIO ROSEIRAL ETAPA I,CAIXA,FAR,Concluído,100,100.0,0,0,5.600.000,5.600.000,20177903000150.0,COPERMIL CONSTRUTORA LTDA,R JOAO MARTINS DA SILVA S/N,35715000.0,2012,"RESIDENCIAL SITIO ROSEIRAL ETAPA I, R JOAO MARTINS DA SILVA S/N, Prudente de Morais , MG 35715000",Centro Local,"Prudente de Morais - State of Minas Gerais, Brazil",-19.4747043,-44.1594901
1611,30/09/2024,315460,Ribeirão das Neves ,MG,Sudeste,2010-12-29,32098805,RESIDENCIAL ALTEROSAS 1-160 UH ATENDERAO AO PAC 30256404,CAIXA,FAR,Concluído,1640,1640.0,0,0,76.548.907,"76.548.907,57",16614075000100.0,DIRECIONAL ENGENHARIA S.A.,"RUA 33,35,36,37,40 E 42 - BAIRRO ALTEROSA",33821064.0,2010,"6VCC+XFG, Ribeirão das Neves - State of Minas Gerais, Brazil",Centro Local,"6VCC+XFG, Ribeirão das Neves - State of Minas Gerais, Brazil",-19.7775625,-44.1287969
1612,30/09/2024,315480,Rio Acima ,MG,Sudeste,2012-12-21,40153323,RESIDENCIAL RIO ACIMA III,CAIXA,FAR,Concluído,120,120.0,0,0,7.800.000,7.800.000,9170626000110.0,CONSTRUTORA QBHZ LTDA,AVENIDA GOVERNADOR ISRAEL PINHEIRO 1001 BAIRRO JATOBA,,2012,"V6X8+MF4, Rio Acima - MG, 34300-000, Brazil",Centro Local,"V6X8+MF4, Rio Acima - MG, 34300-000, Brazil",-20.1008625,-43.78379690000001
1613,30/09/2024,315480,Rio Acima ,MG,Sudeste,2010-12-20,33934745,RESIDENCIAL RIO ACIMA I,CAIXA,FAR,Concluído,80,80.0,0,0,3.726.307,"3.726.307,08",9170626000110.0,CONSTRUTORA QBHZ LTDA,"AV GOVERNADOR ISRAEL PINHEIRO, S/N. - B. JATOBA - RIO ACIMA.",,2010,"RESIDENCIAL RIO ACIMA I, AV GOVERNADOR ISRAEL PINHEIRO, S/N. - B. JATOBA - RIO ACIMA., Rio Acima , MG",Centro Local,"Av. Governador Israel Pinheiro - Jatobá, Rio Acima - MG, 34300-000, Brazil",-20.09897,-43.78425
1614,30/09/2024,315480,Rio Acima ,MG,Sudeste,2010-09-03,33934850,RESIDENCIAL RIO ACIMA II,CAIXA,FAR,Concluído,112,112.0,0,0,5.212.015,"5.212.015,65",9170626000110.0,CONSTRUTORA QBHZ LTDA,"AV. GOV. ISRAEL PINHEIRO SILVA, N. 885 - BAIRRO JATOBA",,2010,"V6X8+M64, Rio Acima - MG, 34300-000, Brazil",Centro Local,"V6X8+M64, Rio Acima - MG, 34300-000, Brazil",-20.1008625,-43.7844219
1615,30/09/2024,315690,Sacramento ,MG,Sudeste,2013-12-27,41004941,RESIDENCIAL JULIA MATEUS TERRA,CAIXA,FAR,Concluído,190,190.0,0,0,11.020.000,11.020.000,4225356000184.0,LATERZA CONSTRUCOES LTDA.,R JULIA MATEUS TERRA SN,,2013,"RESIDENCIAL JULIA MATEUS TERRA, R JULIA MATEUS TERRA SN, Sacramento , MG",Centro Local,"Júlia Matheus Terra, Sacramento - MG, 38190-000, Brazil",-19.8852689,-47.4410101
1616,30/09/2024,315710,Salto da Divisa ,MG,Sudeste,2014-11-28,37578177,RESIDENCIAL BELA VISTA,CAIXA,FAR,Concluído,45,45.0,0,0,2.644.088,"2.644.088,76",11186219000143.0,TOPFRAN CONSTRUCAO E PLANEJAMENTO LTDA - EPP,RUA RUBIM - BAIRRO CANSANCAO,39925000.0,2014,"X2VX+M8M Salto da Divisa, MG, Brazil",Centro Local,"X2VX+M8M Salto da Divisa, MG",-16.0057875,-39.9517031
1617,30/09/2024,315720,Santa Bárbara ,MG,Sudeste,2014-07-25,42856816,RESIDENCIAL CAMPUS FIDEI,CAIXA,FAR,Concluído,204,204.0,0,0,13.260.000,13.260.000,2700079000199.0,ALTHO EMPREENDEENDIMENTOS E CONSTRUCAO LTDA,GRANJA CERES,,2014,"2HFR+PH4 - Santa Bárbara, State of Minas Gerais, 35960-000, Brazil",Centro Local,"2HFR+PH4 - Santa Bárbara, State of Minas Gerais, 35960-000, Brazil",-19.9757375,-43.4085469
1619,30/09/2024,315980,Santa Vitória ,MG,Sudeste,2018-07-13,51104110,RESIDENCIAL JARDIM EUROPA ETAPA III,CAIXA,FAR,Concluído,50,50.0,0,0,3.325.000,3.325.000,2387682000162.0,EF CONSTRUTORA LTDA,RUA CICERO JOSE DE SOUZA S/N,,2018,"RESIDENCIAL JARDIM EUROPA ETAPA III, RUA CICERO JOSE DE SOUZA S/N, Santa Vitória , MG",Centro Local,"Cicero Jose de Souza - Santa Vitória, MG, 38320-000, Brazil",-18.8364914,-50.1375205
1620,30/09/2024,315980,Santa Vitória ,MG,Sudeste,2018-07-13,51105033,RESIDENCIAL JARDIM EUROPA ETAPA IV,CAIXA,FAR,Concluído,50,50.0,0,0,3.325.000,3.325.000,2387682000162.0,EF CONSTRUTORA LTDA,RUA CICERO JOSE DE SOUZA,,2018,"RESIDENCIAL JARDIM EUROPA ETAPA IV, RUA CICERO JOSE DE SOUZA, Santa Vitória , MG",Centro Local,"Cicero Jose de Souza - Santa Vitória, MG, 38320-000, Brazil",-18.8364914,-50.1375205
1621,30/09/2024,315980,Santa Vitória ,MG,Sudeste,2018-02-07,49565473,LOTEAMENTO JARDIM EUROPA ETAPA I,CAIXA,FAR,Concluído,50,50.0,0,0,3.325.000,3.325.000,2387682000162.0,EF CONSTRUTORA LTDA,LOCAL DENOMIDADO CORREGO SANTA VITORIA,,2018,"5V86+857 - Santa Vitória, MG, 38320-000, Brazil",Centro Local,"5V86+857 - Santa Vitória, MG, 38320-000, Brazil",-18.8342125,-50.13957809999999
1622,30/09/2024,315980,Santa Vitória ,MG,Sudeste,2018-02-07,49565819,LOTEAMENTO JARDIM EUROPA ETAPA II,CAIXA,FAR,Concluído,50,50.0,0,0,3.325.000,3.325.000,2387682000162.0,EF CONSTRUTORA LTDA,LOCAL DENOMIDADO CORREGO SANTA VITORIA,,2018,"5V86+857 - Santa Vitória, MG, 38320-000, Brazil",Centro Local,"5V86+857 - Santa Vitória, MG, 38320-000, Brazil",-18.8342125,-50.13957809999999
1623,30/09/2024,316110,São Francisco ,MG,Sudeste,2011-12-29,36038118,RESIDENCIAL ELDORADO,CAIXA,FAR,Concluído,498,498.0,0,0,25.896.000,25.896.000,16991176000192.0,REALIZA CONSTRUTORA LTDA,"AV ARNALDO LIMA, BAIRRO SAO LUIZ",,2011,"25Q2+C2 - São Francisco, State of Minas Gerais, 39300-000, Brazil",Centro de Zona,"25Q2+C2 - São Francisco, State of Minas Gerais, 39300-000, Brazil",-15.9614375,-44.8499375
1624,30/09/2024,316150,São Geraldo ,MG,Sudeste,2018-11-13,49580370,NOVA MORADA I,CAIXA,FAR,Concluído,50,50.0,0,0,3.325.000,3.325.000,14209372000137.0,ILHA EMPREENDIMENTOS E SERVICOS LTDA - EPP,LUGAR DENOMINADO SITIO SAO SEBASTIAO,,2018,"35J6+VC9 - São Geraldo, MG, 36530-000, Brazil",Centro Local,"35J6+VC9 - São Geraldo, MG, 36530-000, Brazil",-20.9178375,-42.8388906
1625,30/09/2024,316190,São Gonçalo do Rio Abaixo ,MG,Sudeste,2017-11-28,48756305,RESIDENCIAL SAO GONCALO DO RIO ABAIXO I,CAIXA,FAR,Concluído,46,46.0,0,0,4.739.535,"4.739.535,41",23264831000176.0,CONSTRUTURA HR DOMINIO LTDA,"RUA BARCELONA, SN - BAIRRO MATIAS",35935000.0,2017,"5M43+WQ4, São Gonçalo do Rio Abaixo - MG, 35935-000, Brazil",Centro Local,"5M43+WQ4, São Gonçalo do Rio Abaixo - MG, 35935-000, Brazil",-19.8427375,-43.3455469
1626,30/09/2024,316190,São Gonçalo do Rio Abaixo ,MG,Sudeste,2017-11-28,48559216,RESIDENCIAL SAO GONCALO DO RIO ABAIXO,CAIXA,FAR,Concluído,40,40.0,0,0,4.199.975,"4.199.975,16",23264831000176.0,CONSTRUTURA HR DOMINIO LTDA,"RUA BARCELONA, SN - B. MATIAS",35935000.0,2017,"5JCR+7F - Niterói, São Gonçalo do Rio Abaixo - MG, 35935-000, Brazil",Centro Local,"5JCR+7F - Niterói, São Gonçalo do Rio Abaixo - MG, 35935-000, Brazil",-19.8293125,-43.3588125
1627,30/09/2024,316250,São João del Rei ,MG,Sudeste,2012-06-27,38497607,RESIDENCIAL PARQUE DAS CACHOEIRAS,CAIXA,FAR,Concluído,300,300.0,0,0,16.925.582,"16.925.581,77",18137190000159.0,RIBEIRO ALVIM ENGENHARIA LTDA,RUA JOAO GERALDO BRAGA  S N AREA 1,,2012,"RPX8+F4J, São João del Rei - MG, Brazil",Centro Sub-Regional,"RPX8+F4J, São João del Rei - MG, Brazil",-21.1512875,-44.2847344
1628,30/09/2024,316250,São João del Rei ,MG,Sudeste,2010-03-31,31959202,RESIDENCIAL RISOLETA NEVES,CAIXA,FAR,Concluído,440,440.0,0,0,19.590.934,"19.590.933,43",3117224000176.0,CONSTRUTORA DHARMA LTDA,LOTEAMENTO SAN CARLO,36309570.0,2010,"RPX7+8J - Águas Férreas (Tejuco), São João del Rei - MG, Brazil",Centro Sub-Regional,"RPX7+8J - Águas Férreas (Tejuco), São João del Rei - MG, Brazil",-21.1516875,-44.2859375
1629,30/09/2024,316250,São João del Rei ,MG,Sudeste,2010-08-06,32974113,RESIDENCIAL RISOLETA NEVES II,CAIXA,FAR,Concluído,200,200.0,0,0,8.922.538,"8.922.538,15",3117224000176.0,CONSTRUTORA DHARMA LTDA,LOTEAMENTO SAN CARLO,36300168.0,2010,"RPW6+M2 - Águas Férreas (Tejuco), São João del Rei - MG, Brazil",Centro Sub-Regional,"RPW6+M2 - Águas Férreas (Tejuco), São João del Rei - MG, Brazil",-21.1533125,-44.2899375
1630,30/09/2024,316470,São Sebastião do Paraíso ,MG,Sudeste,2010-01-05,29470402,RESIDENCIAL MORUMBI/PMCMV/2009/SAO SEBASTIAO DO PARAISO/MG,CAIXA,FAR,Concluído,97,97.0,0,0,3.661.218,"3.661.218,5",19935303000124.0,FENIX - CONSTRUCOES E INCORPORACOES LTDA,LOTEAEMNTO RESIDENCIAL MORUMBI,,2010,"3294+M39 - São Sebastião do Paraíso, State of Minas Gerais, 37950-000, Brazil",Centro Sub-Regional,"3294+M39 - São Sebastião do Paraíso, State of Minas Gerais, 37950-000, Brazil",-20.9308375,-46.9947656
1631,30/09/2024,316470,São Sebastião do Paraíso ,MG,Sudeste,2013-03-28,39415702,LOTEAMENTO PARQUE BELVEDERE,CAIXA,FAR,Concluído,312,312.0,0,0,18.720.000,18.720.000,4225356000184.0,LATERZA CONSTRUCOES LTDA.,BAIRRO PARQUE BELVEDERE,,2013,"LOTEAMENTO PARQUE BELVEDERE, BAIRRO PARQUE BELVEDERE, São Sebastião do Paraíso , MG",Centro Sub-Regional,"Rua João José extemes - Parque Belvedere, São Sebastião do Paraíso - MG, 37950-000, Brazil",-20.9253334,-46.9730782
1632,30/09/2024,316690,Serrania ,MG,Sudeste,2012-03-30,35968780,RESIDENCIAL VITORIA,CAIXA,FAR,Concluído,100,100.0,0,0,4.728.000,4.728.000,5628263000163.0,CONSTRUCARLI ENGENHARIA LTDA,SERRANIA,37136000.0,2012,58CMCXX3+9C,Centro Local,"CXX3+9C Serrania, State of Minas Gerais, Brazil",-21.5515625,-46.0464375
1633,30/09/2024,316720,Sete Lagoas ,MG,Sudeste,2012-03-30,34106925,RESIDENCIAL DONA SILVIA,CAIXA,FAR,Concluído,498,498.0,0,0,27.888.000,27.888.000,20177903000150.0,COPERMIL CONSTRUTORA LTDA,AV PADRE TARCISIO GONCALVES S/N,,2012,"RESIDENCIAL DONA SILVIA, AV PADRE TARCISIO GONCALVES S/N, Sete Lagoas , MG",Capital Regional,"Av. Padre Tarcísio Gonçalves - Sete Lagoas, MG, 35701, Brazil",-19.43526,-44.2111223
1634,30/09/2024,316720,Sete Lagoas ,MG,Sudeste,2010-06-21,29803609,RESIDENCIAL JARDINS DOS PEQUIS,CAIXA,FAR,Concluído,377,377.0,0,0,16.759.529,"16.759.528,53",20177903000150.0,COPERMIL CONSTRUTORA LTDA,"AVENIDA JOSE SERVULO SOALHEIRO, N. 4371 - BAIRRO BELO VALE",35702314.0,2010,"R. Doutor Teodoro Francisco Chagas, 516 - Sete Lagoas, MG, 35704-088, Brasil",Capital Regional,"R. Doutor Teodoro Francisco Chagas, 516 - Sete Lagoas, MG, 35704-088, Brazil",-19.4056846,-44.2235322
1635,30/09/2024,316720,Sete Lagoas ,MG,Sudeste,2018-02-07,49903997,CONDOMINIO LAGOA GRANDE II,CAIXA,FAR,Concluído,500,500.0,0,0,38.466.876,"38.466.876,06",17154899000108.0,CONSTRUTORA MELLO DE AZEVEDO S/A,RUA DOUTOR EURO ANDRADE,30320670.0,2018,"CONDOMINIO LAGOA GRANDE II, RUA DOUTOR EURO ANDRADE, Sete Lagoas , MG 30320670",Capital Regional,"Av. Sete Lagoas, 630 - lagoa grande, Sete Lagoas - MG, 35703-362, Brazil",-19.4117076,-44.1886475
1638,30/09/2024,316860,Teófilo Otoni ,MG,Sudeste,2011-12-28,36181356,RESIDENCIAL PARQUE DAS ACACIAS,CAIXA,FAR,Concluído,300,300.0,0,0,14.999.581,"14.999.581,29",3407182000108.0,2MS - ENGENHARIA LTDA.,"AV MOCAMBI, NR 200 - BAIRRO SAO CRISTOVAO",39800600.0,2011,"RESIDENCIAL PARQUE DAS ACACIAS, AV MOCAMBI, NR 200 - BAIRRO SAO CRISTOVAO, Teófilo Otoni , MG 39800600",Capital Regional,"R. da Celebração - Viriato, Teófilo Otoni - MG, 39800-468, Brazil",-17.8452901,-41.5280558
1639,30/09/2024,316860,Teófilo Otoni ,MG,Sudeste,2011-12-28,36181460,RESIDENCIAL PARQUE DAS HORTENSIAS,CAIXA,FAR,Concluído,280,280.0,0,0,13.999.944,"13.999.943,56",3407182000108.0,2MS - ENGENHARIA LTDA.,"RUA MOCAMBI, 240 - BAIRRO VIRIATO",39800430.0,2011,"RESIDENCIAL PARQUE DAS HORTENSIAS, RUA MOCAMBI, 240 - BAIRRO VIRIATO, Teófilo Otoni , MG 39800430",Capital Regional,"R. Mocambi, 240 - Viriato, Teófilo Otoni - MG, 39800-430, Brazil",-17.8452901,-41.5273112
1641,30/09/2024,316930,Três Corações ,MG,Sudeste,2012-09-28,38871972,RESIDENCIAL NOVA TRES CORACOES I,CAIXA,FAR,Concluído,499,499.0,0,0,29.940.000,29.940.000,5761187000160.0,PWG INCORPORACOES E PARTICIPACOES S.A,RUA PROJETADA,,2012,"RESIDENCIAL NOVA TRES CORACOES I, RUA PROJETADA, Três Corações , MG",Centro Sub-Regional,"R. Projetada D, 29, Três Corações - MG, 37410-000, Brazil",-21.7115949,-45.28193140000001
1642,30/09/2024,316930,Três Corações ,MG,Sudeste,2012-12-18,38767861,RESIDENCIAL NOVA TRES CORACOES II,CAIXA,FAR,Concluído,294,294.0,0,0,17.640.000,17.640.000,5761187000160.0,PWG INCORPORACOES E PARTICIPACOES S.A,RUA PROJETADA,,2012,"RESIDENCIAL NOVA TRES CORACOES II, RUA PROJETADA, Três Corações , MG",Centro Sub-Regional,"R. Projetada D, 29, Três Corações - MG, 37410-000, Brazil",-21.7115949,-45.28193140000001
1643,30/09/2024,316930,Três Corações ,MG,Sudeste,2009-11-23,29591588,RESIDENCIAL VILA BELA II,CAIXA,FAR,Concluído,243,243.0,0,0,9.234.000,9.234.000,3117224000176.0,CONSTRUTORA DHARMA LTDA,VILA BELA II,,2009,"R. Quatro, 2 - Cotia, Três Corações - MG, 37410-000, Brazil",Centro Sub-Regional,"R. Quatro, 2 - Cotia, Três Corações - MG, 37410-000, Brazil",-21.7110348,-45.2730624
1644,30/09/2024,316940,Três Pontas ,MG,Sudeste,2009-12-10,29569308,RESIDENCIAL SANTA EDWIRGES,CAIXA,FAR,Concluído,59,59.0,0,0,2.242.000,2.242.000,1235534000160.0,FIGUEIREDO ENGENHARIA LTDA,BAIRRO SANTA EDWIRGES,,2009,"R. Rio Grande do Norte, 820 - Tres Pontas, Três Pontas - MG, 37190-000, Brazil",Centro de Zona,"R. Rio Grande do Norte, 820 - Tres Pontas, Três Pontas - MG, 37190-000, Brazil",-21.362688,-45.498695
1645,30/09/2024,316940,Três Pontas ,MG,Sudeste,2010-12-20,34191018,RESIDENCIAL VILA MARILIA,CAIXA,FAR,Concluído,100,100.0,0,0,4.027.439,"4.027.439,2",1235534000160.0,FIGUEIREDO ENGENHARIA LTDA,VILA MARILIA,,2010,"JF8H+62J - Três Pontas, State of Minas Gerais, 37190-000, Brazil",Centro de Zona,"JF8H+62J, Três Pontas - State of Minas Gerais, 37190-000, Brazil",-21.3844125,-45.5224844
1646,30/09/2024,316940,Três Pontas ,MG,Sudeste,2013-10-31,42200132,LOTEAMENTO JARDIM DAS ESMERALDAS,CAIXA,FAR,Concluído,316,316.0,0,0,18.960.000,18.960.000,2700079000199.0,ALTHO EMPREENDEENDIMENTOS E CONSTRUCAO LTDA,DIVERSAS RUAS DO BAIRRO RESIDENCIAL JARDIM DAS ESMERALDAS,,2013,"LOTEAMENTO JARDIM DAS ESMERALDAS, DIVERSAS RUAS DO BAIRRO RESIDENCIAL JARDIM DAS ESMERALDAS, Três Pontas , MG",Centro de Zona,"R. Flaviane da Silva - Três Pontas, MG, 37190-000, Brazil",-21.3736747,-45.5393788
1647,30/09/2024,316960,Tupaciguara ,MG,Sudeste,2018-11-13,51227903,RESIDENCIAL PARQUE DOS BEM TE VIS ETAPA I,CAIXA,FAR,Concluído,100,100.0,0,0,7.000.000,7.000.000,2387682000162.0,EF CONSTRUTORA LTDA,RUA VIRGILATO PRUDENTE S NR,,2018,"97WP+J25 Tupaciguara, State of Minas Gerais, Brazil",Centro Local,"97WP+J25 Tupaciguara, State of Minas Gerais",-18.6034875,-48.7148906
1648,30/09/2024,316960,Tupaciguara ,MG,Sudeste,2018-11-13,51228031,RESIDENCIAL PARQUE DOS BEM TE VIS ETAPA II,CAIXA,FAR,Concluído,16,16.0,0,0,1.120.000,1.120.000,2387682000162.0,EF CONSTRUTORA LTDA,RUA VIRGILATO PRUDENTE S NR,,2018,"97WP+P25, Tupaciguara - State of Minas Gerais, 38430-000, Brazil",Centro Local,"97WP+P25, Tupaciguara - State of Minas Gerais, 38430-000, Brazil",-18.6032375,-48.7148906
1649,30/09/2024,316990,Ubá ,MG,Sudeste,2013-06-28,41580397,SOLAR DE UBA I,CAIXA,FAR,Concluído,620,620.0,0,0,37.200.000,37.200.000,14209372000137.0,ILHA EMPREENDIMENTOS E SERVICOS LTDA - EPP,ESTRADA PUBLICA UBA AEROPORTO,,2013,"SOLAR DE UBA I, ESTRADA PUBLICA UBA AEROPORTO, Ubá , MG",Centro Sub-Regional,"Solar de Ubá - Ubá, MG, 36500-000, Brazil",-21.107669,-42.8941173
1650,30/09/2024,316990,Ubá ,MG,Sudeste,2010-05-28,32255512,RESIDENCIAL CIDADE CARINHO,CAIXA,FAR,Concluído,240,240.0,0,0,10.231.368,"10.231.368,25",18137190000159.0,RIBEIRO ALVIM ENGENHARIA LTDA,RUA A,,2010,"RESIDENCIAL CIDADE CARINHO, RUA A, Ubá , MG",Centro Sub-Regional,"R. Pernambuco, 126 - Uba, Ubá - MG, 36500-000, Brazil",-21.097925600000003,-42.9678309
1651,30/09/2024,317010,Uberaba ,MG,Sudeste,2010-05-31,29410771,RESIDENCIAL PARQUE DOS GIRASSOIS II - CONJUNTO A,CAIXA,FAR,Concluído,500,500.0,0,0,19.850.000,19.850.000,19346774000105.0,PEDRO UMBERTO CARNEIRO,BR-262 - LOTEAMENTO PARQUE DOS GIRASSOIS II CJ.A,32061000.0,2010,"RESIDENCIAL PARQUE DOS GIRASSOIS II - CONJUNTO A, BR-262 - LOTEAMENTO PARQUE DOS GIRASSOIS II CJ.A, Uberaba , MG 32061000",Capital Regional,"Res. Parque dos Girassóis, Pres. Prudente - SP, 19062, Brazil",-22.1319315,-51.4303019
1652,30/09/2024,317010,Uberaba ,MG,Sudeste,2010-04-30,29412374,RESIDENCIAL JARDIM ALVORADA,CAIXA,FAR,Concluído,331,331.0,0,0,13.327.867,"13.327.867,45",23998438000106.0,CCM CONSTRUTORA CENTRO MINAS LTDA,BR 050,32061000.0,2010,"RESIDENCIAL JARDIM ALVORADA, BR 050, Uberaba , MG 32061000",Capital Regional,"BR-050, Uberaba - MG, Brazil",-19.7788516,-47.9391891
1653,30/09/2024,317010,Uberaba ,MG,Sudeste,2009-08-20,29107207,PARQUES DOS GIRASSOIS I - ETAPA 1,CAIXA,FAR,Concluído,246,246.0,0,0,9.711.794,9.711.794,20069480000154.0,RCG - ENGENHARIA E EMPREENDIMENTOS LTDA,LOTEAMENTO PARQUE DOS GIRASSOIS I BR-262 URA/CAMPO FLORIDO,,2009,"6XMW+H7H, Uberaba - State of Minas Gerais, Brazil",Capital Regional,"6XMW+H7H, Uberaba - State of Minas Gerais, Brazil",-19.7660625,-48.0042656
1654,30/09/2024,317010,Uberaba ,MG,Sudeste,2010-03-18,29107311,PARQUE DOS GIRASSOIS I - ETAPA 2,CAIXA,FAR,Concluído,180,180.0,0,0,7.106.191,"7.106.191,2",20069480000154.0,RCG - ENGENHARIA E EMPREENDIMENTOS LTDA,LOTEAMENTO PARQUE DOS GIRASSOIS I BR-262 URA/CAMPO FLORIDO,,2010,"6XMW+GJ9, Uberaba - State of Minas Gerais, Brazil",Capital Regional,"6XMW+GJ9, Uberaba - State of Minas Gerais, Brazil",-19.7662125,-48.0033906
1655,30/09/2024,317010,Uberaba ,MG,Sudeste,2009-07-14,29024129,RESIDENCIAL MORUMBI II,CAIXA,FAR,Concluído,265,265.0,0,0,10.628.881,10.628.881,642850000193.0,CONSTRUTORA BRILHANTE LTDA,BR 262 - BAIRRO MORUMBI - UBERABA MG,,2009,"62P5+HFM, Uberaba - State of Minas Gerais, Brazil",Capital Regional,"62P5+HFM, Uberaba - State of Minas Gerais, Brazil",-19.7635375,-47.9913281
1656,30/09/2024,317010,Uberaba ,MG,Sudeste,2009-07-14,29024233,RESIDENCIAL PACAEMBU II,CAIXA,FAR,Concluído,299,299.0,0,0,11.989.003,11.989.003,642850000193.0,CONSTRUTORA BRILHANTE LTDA,BR 262 - BAIRRO PACAEMBU - UBERABA MG,,2009,"RESIDENCIAL PACAEMBU II, BR 262 - BAIRRO PACAEMBU - UBERABA MG, Uberaba , MG",Capital Regional,"BR-262, Uberaba - MG, Brazil",-19.7791408,-47.9479238
1657,30/09/2024,317010,Uberaba ,MG,Sudeste,2009-07-23,29059610,JARDIM COPACABANA,CAIXA,FAR,Concluído,500,500.0,0,0,19.821.300,19.821.300,20069480000154.0,RCG - ENGENHARIA E EMPREENDIMENTOS LTDA,LOTEAMENTO JARDIM COPACABANA - BR262 - UBERABA/CAMPO FLORIDO,,2009,"6XJX+6Q5, Uberaba - State of Minas Gerais, Brazil",Capital Regional,"6XJX+6Q5, Uberaba - State of Minas Gerais, Brazil",-19.7694875,-48.0005156
